user_id:token	item_id:token	rating:float	timestamp:float	wday:float
305	385	1	886324792	4.0
450	315	4	884098435	3.0
92	46	4	875653867	0.0
95	25	3	879192597	1.0
639	990	1	891238689	6.0
434	424	1	886724913	4.0
851	330	3	884205246	3.0
592	354	4	888553156	5.0
852	109	3	891036505	6.0
660	117	3	891197934	6.0
782	1417	2	891500193	6.0
776	510	5	891628708	6.0
788	627	4	880870654	2.0
899	597	2	884120270	3.0
335	322	4	891567125	6.0
449	702	5	880410778	2.0
74	301	3	888333372	5.0
554	15	4	876231964	0.0
922	919	5	891454625	6.0
20	82	4	879669697	1.0
679	318	5	884486812	3.0
75	742	1	884050590	3.0
188	684	3	875073477	0.0
698	656	1	886367133	4.0
286	357	4	877531537	1.0
472	365	4	875983129	0.0
815	226	3	878698704	1.0
354	847	3	891216713	6.0
125	8	4	879454419	1.0
429	338	3	882387599	2.0
504	186	3	887840637	4.0
327	1075	4	887822832	4.0
913	64	5	881725876	2.0
234	4	4	892334610	6.0
747	1159	2	888639685	5.0
331	511	5	877196633	0.0
690	56	4	881177349	2.0
870	47	3	875679958	0.0
342	274	2	874984895	0.0
908	12	3	879722603	1.0
249	186	4	879572516	1.0
299	278	3	877879980	1.0
150	129	4	878746946	1.0
334	1108	4	891549632	6.0
431	307	3	879038461	1.0
615	175	5	879448439	1.0
622	418	3	882669905	2.0
514	258	4	875308674	0.0
249	117	4	879640414	1.0
851	983	2	875731021	0.0
234	887	3	891034078	6.0
727	62	3	883712603	3.0
234	97	2	892334267	6.0
109	930	3	880572351	2.0
207	100	2	875503786	0.0
177	182	5	880130684	2.0
882	288	3	879860762	1.0
115	475	5	881170252	2.0
374	948	2	880392592	2.0
847	185	2	878939503	1.0
15	749	1	879455311	1.0
210	274	5	887730676	4.0
598	243	2	886711192	4.0
18	607	3	880131752	2.0
489	304	3	891362812	6.0
534	1047	4	877808361	1.0
934	191	5	891190695	6.0
87	273	3	879875857	1.0
276	568	4	882659211	2.0
934	121	3	891189819	6.0
405	206	1	885549589	4.0
804	94	4	879446194	1.0
373	566	4	877105809	0.0
354	433	3	891217221	6.0
840	528	5	891209260	6.0
599	1277	4	880952496	2.0
702	690	1	885767392	4.0
20	22	5	879669339	1.0
916	1268	3	880845451	2.0
76	514	4	882129456	2.0
245	1047	3	888513393	5.0
648	69	1	884628564	3.0
332	125	5	887938224	4.0
128	215	3	879967452	1.0
115	763	2	881170725	2.0
778	550	4	890670638	6.0
566	443	4	881649505	2.0
827	750	3	892157198	6.0
563	254	3	880506963	2.0
279	50	3	890451347	5.0
405	501	3	885548837	4.0
130	143	5	876251922	0.0
893	246	3	874829968	0.0
385	900	4	885168653	3.0
246	433	5	884921488	3.0
815	527	5	878693830	1.0
639	648	3	891239491	6.0
200	235	2	884128065	3.0
201	406	1	884114505	3.0
303	418	4	879483510	1.0
353	271	2	891402567	6.0
455	237	3	879109923	1.0
716	97	4	879794996	1.0
230	422	3	880485633	2.0
246	184	4	884921948	3.0
870	461	4	875680099	0.0
586	56	5	884060112	3.0
764	15	4	876242945	0.0
574	269	5	891279173	6.0
715	1045	2	875965171	0.0
690	72	2	881177553	2.0
174	988	1	886515335	4.0
73	269	4	888792172	5.0
347	85	5	881654880	2.0
184	371	5	889909840	5.0
158	652	4	880134966	2.0
796	1012	3	892660466	6.0
200	431	5	884129006	3.0
848	679	3	887047674	4.0
394	1033	3	880889475	2.0
109	100	4	880563080	2.0
856	322	4	891489593	6.0
491	286	4	891184567	6.0
92	825	4	875640487	0.0
648	49	2	884881679	3.0
766	402	3	891310565	6.0
676	318	5	892686459	6.0
934	972	3	891225716	6.0
44	298	2	883612726	3.0
934	411	3	891190377	6.0
663	182	5	889493691	5.0
526	346	3	885681860	4.0
44	307	4	878340940	1.0
10	602	5	877889057	1.0
151	464	4	879524089	1.0
93	866	2	888705780	5.0
757	405	4	888444583	5.0
334	485	3	891548224	6.0
823	17	4	878439655	1.0
60	495	3	883327639	3.0
435	136	4	884132434	3.0
215	181	4	891435597	6.0
407	498	4	875046427	0.0
417	73	3	879648343	1.0
252	742	4	891455743	6.0
244	380	4	880608133	2.0
59	188	4	888205188	5.0
112	323	3	884992651	3.0
643	114	4	891446854	6.0
432	181	5	889416118	5.0
927	1093	4	879177243	1.0
20	820	2	879668626	1.0
60	513	5	883325994	3.0
558	286	4	879435828	1.0
889	636	4	880181663	2.0
877	202	4	882677936	2.0
295	386	4	879519308	1.0
859	275	3	885774828	4.0
36	319	2	882157356	2.0
405	341	1	885549904	4.0
661	665	3	876035999	0.0
223	470	4	891550767	6.0
524	895	4	884320358	3.0
389	407	1	880614292	2.0
242	275	5	879741196	1.0
48	483	5	879434607	1.0
324	754	5	880575045	2.0
337	151	5	875185627	0.0
870	65	3	879713898	1.0
941	298	5	875048887	0.0
296	284	4	884196805	3.0
902	483	4	879465448	1.0
666	265	3	880139274	2.0
96	100	5	884403758	3.0
325	313	2	891477489	6.0
747	580	5	888734112	5.0
776	355	3	892210668	6.0
885	117	4	885715643	4.0
543	71	4	874864870	0.0
417	111	3	879647768	1.0
361	86	4	879440941	1.0
538	176	4	877106918	0.0
690	1	4	881179631	2.0
936	1323	4	886833281	4.0
201	991	4	884110735	3.0
49	998	2	888069194	5.0
296	179	4	884197419	3.0
883	550	3	892557605	6.0
857	325	1	883432397	3.0
733	148	3	879536607	1.0
479	136	4	879461447	1.0
733	116	4	879535368	1.0
60	675	4	883326995	3.0
536	71	5	882360467	2.0
158	50	4	880133306	2.0
234	596	2	891227979	6.0
870	367	4	875679768	0.0
292	195	5	881103568	2.0
611	286	5	891636244	6.0
175	88	4	877108146	0.0
634	547	4	877979407	1.0
459	357	4	879564308	1.0
896	199	3	887158005	4.0
454	504	2	888266955	5.0
151	286	5	879523838	1.0
920	258	4	884220094	3.0
14	19	5	880929651	2.0
629	326	3	880116103	2.0
275	96	3	880314914	2.0
939	818	3	880262057	2.0
83	63	4	880327970	2.0
504	1508	3	887911686	4.0
757	98	4	888445767	5.0
585	340	2	891281651	6.0
8	243	2	879361732	1.0
276	300	4	874786338	0.0
854	328	1	882811865	3.0
119	117	5	874775535	0.0
933	79	3	874853819	0.0
159	364	1	884026964	3.0
655	328	2	887425025	4.0
514	421	4	875463269	0.0
315	46	4	879799526	1.0
482	298	4	887644085	4.0
911	374	1	892841118	6.0
655	58	3	887427600	4.0
94	54	4	891722432	6.0
882	369	3	879863257	1.0
654	720	4	887864923	4.0
851	252	3	875730418	0.0
327	215	4	887820695	4.0
493	171	5	884130825	3.0
648	4	1	884881646	3.0
471	102	5	889828081	5.0
243	129	2	879987526	1.0
33	245	3	891964326	6.0
782	355	3	891498821	6.0
496	133	5	876066567	0.0
301	143	4	882077330	2.0
393	139	4	889729185	5.0
142	186	4	888640430	5.0
774	161	2	888557409	5.0
385	168	3	879442109	1.0
741	280	3	891458403	6.0
880	111	4	880167132	2.0
711	496	5	879993073	1.0
454	272	5	888007255	5.0
847	240	1	878939309	1.0
741	66	3	891018266	6.0
5	410	1	879198183	1.0
49	151	5	888067727	5.0
334	631	4	891547467	6.0
593	724	3	875670796	0.0
566	388	3	881651512	2.0
727	28	5	883710075	3.0
701	255	3	891447164	6.0
344	479	4	884901093	3.0
91	192	4	891439302	6.0
889	1006	4	880181563	2.0
347	127	5	881652434	2.0
394	655	5	880888313	2.0
326	230	3	879876861	1.0
840	640	3	891209242	6.0
653	380	3	880151984	2.0
612	300	4	875324266	0.0
371	423	5	880435071	2.0
805	603	4	881696335	2.0
110	96	4	886988449	4.0
659	357	4	891331959	6.0
868	417	1	877108087	0.0
807	133	5	892705060	6.0
159	948	2	880485344	2.0
439	1328	4	882893891	3.0
84	148	4	883452274	3.0
164	926	2	889402091	5.0
557	262	2	882458820	2.0
136	9	5	882693429	3.0
13	182	5	882139347	2.0
308	283	3	887737194	4.0
13	137	5	882139804	2.0
619	332	4	885953742	4.0
882	185	5	879877245	1.0
618	210	3	891308703	6.0
305	566	3	886324486	4.0
515	292	3	887659805	4.0
194	562	2	879524007	1.0
249	930	2	879640585	1.0
643	200	3	891448265	6.0
115	92	4	881172049	2.0
100	898	4	891375454	6.0
80	237	4	887401732	4.0
359	748	3	886453271	4.0
751	332	3	887134842	4.0
455	629	3	879111371	1.0
815	713	4	878692016	1.0
123	255	1	879873905	1.0
85	1136	3	879455402	1.0
650	141	4	891386210	6.0
413	286	5	879968793	1.0
158	686	5	880134499	2.0
772	327	4	877533873	1.0
798	66	3	875639364	0.0
886	176	4	876032143	0.0
286	924	4	876521773	0.0
738	216	3	875352679	0.0
271	56	3	885848559	4.0
425	672	2	878738887	1.0
917	405	3	882911215	3.0
514	169	5	875308734	0.0
807	541	4	893083740	6.0
547	316	5	891282797	6.0
773	92	4	888540041	5.0
899	2	3	884122563	3.0
757	358	3	888443570	5.0
328	232	3	885047670	3.0
551	15	5	892782936	6.0
862	199	5	879304761	1.0
201	1424	3	884113114	3.0
547	338	2	891282967	6.0
416	278	3	876698280	0.0
495	67	3	888636635	5.0
405	958	1	885549590	4.0
290	82	4	880473918	2.0
918	179	2	891988337	6.0
456	265	3	881374048	2.0
617	427	4	883789042	3.0
766	729	3	891310394	6.0
715	433	2	875963082	0.0
608	93	4	880406299	2.0
450	722	5	882471524	2.0
896	684	4	887158959	4.0
145	692	2	885557505	4.0
727	384	2	883712804	3.0
313	403	3	891028285	6.0
320	148	4	884748708	3.0
697	294	4	882621569	2.0
864	189	4	888889268	5.0
10	521	4	877892110	1.0
