user_id:token	item_id:token	rating:float	timestamp:float	wday:float
196	242	3	881250949	2
186	302	3	891717742	6
22	377	1	878887116	1
244	51	2	880606923	2
166	346	1	886397596	4
298	474	4	884182806	3
115	265	2	881171488	2
253	465	5	891628467	6
305	451	3	886324817	4
6	86	3	883603013	3
62	257	2	879372434	1
286	1014	5	879781125	1
200	222	5	876042340	0
210	40	3	891035994	6
224	29	3	888104457	5
303	785	3	879485318	1
122	387	5	879270459	1
194	274	2	879539794	1
291	1042	4	874834944	0
234	1184	2	892079237	6
119	392	4	886176814	4
167	486	4	892738452	6
299	144	4	877881320	1
291	118	2	874833878	0
308	1	4	887736532	4
95	546	2	879196566	1
38	95	5	892430094	6
102	768	2	883748450	3
63	277	4	875747401	0
160	234	5	876861185	0
50	246	3	877052329	0
301	98	4	882075827	2
225	193	4	879539727	1
290	88	4	880731963	2
97	194	3	884238860	3
157	274	4	886890835	4
181	1081	1	878962623	1
278	603	5	891295330	6
276	796	1	874791932	0
7	32	4	891350932	6
10	16	4	877888877	1
284	304	4	885329322	3
201	979	2	884114233	3
276	564	3	874791805	0
287	327	5	875333916	0
246	201	5	884921594	3
242	1137	5	879741196	1
249	241	5	879641194	1
99	4	5	886519097	4
178	332	3	882823437	3
251	100	4	886271884	4
81	432	2	876535131	0
260	322	4	890618898	5
25	181	5	885853415	4
59	196	5	888205088	5
72	679	2	880037164	2
87	384	4	879877127	1
290	143	5	880474293	2
42	423	5	881107687	2
292	515	4	881103977	2
115	20	3	881171009	2
20	288	1	879667584	1
201	219	4	884112673	3
13	526	3	882141053	2
246	919	4	884920949	3
138	26	5	879024232	1
167	232	1	892738341	6
60	427	5	883326620	3
57	304	5	883698581	3
223	274	4	891550094	6
189	512	4	893277702	6
243	15	3	879987440	1
92	1049	1	890251826	5
246	416	3	884923047	3
194	165	4	879546723	1
241	690	2	887249482	4
178	248	4	882823954	3
254	1444	3	886475558	4
293	5	3	888906576	5
127	229	5	884364867	3
225	237	5	879539643	1
299	229	3	878192429	1
225	480	5	879540748	1
276	54	3	874791025	0
291	144	5	874835091	0
222	366	4	878183381	1
267	518	5	878971773	1
42	403	3	881108684	2
11	111	4	891903862	6
